start_date_type,start_date,country,geo_scope,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,decision_maker,actual_cause,actual_cause_details,info_source,info_source_link,shutdown_status,end_date,duration,gov_justification,gov_just_details,gov_ack,legal_just,legal_method,gov_ack_source,gov_ack_quote,facebook_affected,twitter_affected,whatsapp_affected,instagram_affected,telegram_affected,other_affected,sms_affected,phonecall_affected,telcos_involved,telco_ ack,telco_ack_source,telco_ack_quote,election,violence,hr_abuse_reported,users_targeted,users_target_detail,users_notified,econ_impact,event,an_link,region
,4/30/2019,Venezuela (Bolivarian Republic of),"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Information control,,Social media,https://twitter.com/vesinfiltro/status/1123190865202118656 https://twitter.com/PressTV/status/1123393434142646272 https://twitter.com/vesinfiltro/status/1123296060540170240 https://twitter.com/OVCSocial/status/1123372785575899136,Ended,4/30/2019,,Unknown,,No,Unknown,,,,Yes,Yes,No,No,No,,,,CANTV,Unknown,,,No,Unknown,Unknown,,,Unknown,,,,LAC
,5/1/2019,Benin,"It affected locations in more than one state, province, or region",National,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Executive government,,Protests,,CSO KIO partners,https://netblocks.org/reports/new-internet-disruption-in-benin-amid-riots-following-elections-W80ZKLBK,Ended,5/2/2019,1,Unknown,,Yes,Unknown,,,,Yes,Yes,Yes,Yes,Yes,VPN services,No,,MTN Moov (Marco Telecom),Unknown,,,Yes,Yes,Unknown,Others,,Yes,,Benin Shuts Down Social Media Access Amid Poll-Fueled Protests,,Africa
,5/2/2019,Venezuela (Bolivarian Republic of),"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Information control,,News media article,"https://twitter.com/vesinfiltro/status/1124060361358028809 https://twitter.com/vesinfiltro/status/1124065467407245312
https://netblocks.org/reports/streaming-services-disrupted-in-venezuela-as-guaido-speaks-from-caracas-pA2zKmAb",Ended,5/3/2019,,Unknown,,No,Unknown,,,,Yes,Yes,No,Yes,No,Periscope,,,CANTV,Unknown,,,No,Unknown,Unknown,,,Unknown,,,,LAC
,5/3/2019,India,"It only affected one city, county, or village","South Kashmir, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,State government,Conflict,Military Action,News media article,"https://www.newsnation.in/india-news/encounter-underway-between-terrorists-and-security-forces-in-jammu-and-kashmirs-shopian-article-222743.html

https://www.siasat.com/shopian-update-one-militant-killed-internet-services-suspended-operation-1493402/",Ended,5/7/2019,4,Other,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet Shutdown in South Kashmir to ensure safety and security after gunning down of three terrorists by security forces in Shopian district of South Kashmir,,APAC
,5/3/2019,India,"It only affected one city, county, or village","Pulwama, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,State government,Conflict,Military Action,News media article,https://kashmirlife.net/tral-encounter-internet-services-suspended-in-pulwama-district-197179/,,,,Other,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Authorities on Saturday suspended the internet services in South Kashmir’s Pulwama district following an encounter between the government forces and militants at Aripal Tral area of Pulwama district.,,APAC
,5/5/2019,Sri Lanka,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Information control,,CSO KIO partners,https://netblocks.org/reports/social-media-blocked-again-in-sri-lanka-eBOgWDBZ,Ended,5/6/2019,1,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Unknown,,,,Yes,No,Yes,Yes,No,"YouTube, Viber, Snapchat and Facebook Messenger",No,,"Airtel (Bharti Airtel), Dialog (Axiata), Hutch (CK Hutchison), Mobitel (Sri Lanka Telecom)",Unknown,,,No,No,No,Others,,Unknown,,"Facebook, WhatsApp, Instagram, YouTube, Viber, Snapchat and Facebook Messenger were blocked again in Sri Lanka, as of 5:00 p.m UTC Sunday 5 May 2019 (10:30 p.m local time), only days after service was restored following a previous blockade, according to network measurement data from the NetBlocks internet observatory.",,APAC
,5/6/2019,Venezuela (Bolivarian Republic of),"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Information control,,CSO KIO partners,https://twitter.com/vesinfiltro/status/1125213527092998144?s=20,Ended,5/6/2019,,Unknown,,No,Unknown,,,,No,Yes,No,Yes,No,Periscope,,,CANTV,Unknown,,,No,Unknown,Unknown,,,Unknown,,,,LAC
,5/9/2019,Kazakhstan,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Executive government,Executive government,Protests,,News media article,"https://netblocks.org/reports/social-media-blocked-in-kazakhstan-on-victory-day-eBOg47BZ

https://www.rferl.org/a/rfe-rl-s-kazakh-website-other-sites-not-accessible-in-kazakhstan/29930391.html",Ended,5/19/2019,10,Technical problems/ Infrastructure failure,,Unknown,Unknown,,,,Yes,No,No,Yes,Yes,YouTube,,,"Beeline (VEON), Kcell (Fintur), Tele2 / ALTEL",Unknown,,,No,Unknown,Yes,Others,,Unknown,,"Multiple internet providers in Kazakhstan have blocked access to major social networks and online platforms Facebook, Instagram and YouTube as well as news and campaign websites on 9 May 2019, according to NetBlocks internet observatory network measurements.",,EECA
,5/10/2019,India,"It only affected one city, county, or village","Sopore area of Baramulla district, Shopian, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,State government,Conflict,Military Action,News media article,https://kashmirlife.net/shopian-gunfight-shutdown-in-sopore-internet-suspended-209443/,Ended,5/11/2019,,Other,Precautionary Measure,Unknown,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet Shutdown in Sopore area of Jammu and Kashir after gunning down of a local militant by the security forces,,APAC
,5/11/2019,India,"It only affected one city, county, or village","Hailakandi, Barak Vally, Assam",Shutdown,"Broadband, Mobile",Full network,State government,State government,Communal violence,,News media article,"http://www.newindianexpress.com/nation/2019/may/11/a-day-after-violence-uneasy-calm-prevails-in-assams-hailakandi-internet-services-suspended-1975611.html

https://www.barakbulletin.com/en_US/government-disconnects-internet-all-across-barak-valley/",Ended,5/14/2019,3,Other,Precautionary Measure,Yes,Yes,Section 144 CrPC,,,No,No,No,No,No,,No,,,Yes,https://www.barakbulletin.com/en_US/government-disconnects-internet-all-across-barak-valley/,,No,Yes,Unknown,Others,,Yes,,Internet Shutdown in Hailakandi of Barak valley of Assam after one person was killed in police firing following violent clashes between two groups,,APAC
,5/12/2019,India,"It only affected one city, county, or village","Shopian, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,State government,Other,Military Action,News media article,"http://www.uniindia.com/news/north/former-cop-among-2-lashkar-militants-killed-in-shopian-encounter/1594484.html

https://kashmirlife.net/spo-turned-militant-among-two-killed-in-shopian-gunfight-internet-suspended-209585/",Ended,5/12/2019,,Other,Precautionary Measure,Unknown,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet Shutdown in Shopian as a securty measure to ensure safety after gunning down of 2 Lashkar terrorists,,APAC
,5/12/2019,India,"It only affected one city, county, or village","Bandipora, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,State government,Protests,,News media article,https://www.greaterkashmir.com/news/front-page-2/police-constitute-sit-to-investigate-minor-girls-alleged-rape/,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Precautionary Measure,Unknown,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,Internet Shutdown in Bandipora district to prevent spread of rumours and fake news related to the rape case of a three year old minor,,APAC
,5/13/2019,Sri Lanka,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Communal violence,,CSO KIO partners,"https://netblocks.org/reports/sri-lanka-blocks-social-media-for-third-time-in-one-month-M8JRjg80

https://www.channelnewsasia.com/news/asia/sri-lanka-bombings-block-facebook-whatsapp-11527832",Ended,5/17/2019,4,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Unknown,,,,Yes,Yes,Yes,Yes,No,"YouTube, Viber, Snapchat and Facebook Messenger",No,,"Airtel (Bharti Airtel), Dialog (Axiata), Hutch (CK Hutchison), Mobitel (Sri Lanka Telecom)",Unknown,,,No,Yes,No,Others,,Unknown,,Sri Lanka widened a curfew on Monday after attacks on mosques and Muslim-owned businesses in the worst unrest since Easter bombings by Islamist militants and blocked Facebook and WhatsApp to stop people inciting violence.,,APAC
,05/14/2019,Iraq,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Executive government,Ministry of Education - via a Communic to the Ministry of ICT,Exam cheating,,News media article,https://www.irqnews.com/%d8%ac%d8%af%d9%88%d9%84-%d8%a7%d9%84%d8%a7%d9%85%d8%aa%d8%ad%d8%a7%d9%86%d8%a7%d8%aa-%d8%a7%d9%84%d9%88%d8%b2%d8%a7%d8%b1%d9%8a%d8%a9-2019-%d8%a7%d9%84%d8%b3%d8%a7%d8%af%d8%b3-%d8%a7%d9%84%d8%a7/,Ended,05/21/2019,8,School Exams,,,,,,,No,No,No,No,No,,,,,,,,,No,No,,,,,,,MENA
,5/15/2019,Venezuela (Bolivarian Republic of),"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Information control,,CSO KIO partners,https://twitter.com/vesinfiltro/status/1128710360222130178 https://twitter.com/vesinfiltro/status/1128713605665390594,Ended,5/15/2019,,Unknown,,No,Unknown,,,,No,No,No,Yes,No,Periscope,,,CANTV,Unknown,,,No,Unknown,Unknown,,,Unknown,,,,LAC
,5/16/2019,India,"It only affected one city, county, or village","Pulwama, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,State government,Conflict,Military Action,News media article,"https://kashmirreader.com/2019/05/16/3-militants-army-man-killed-in-pulwama-gunfight-violent-clashes-erupt-despite-curfew-internet-shutdown/
https://www.thestatesman.com/india/jawan-martyred-3-terrorists-killed-gunfight-j-ks-pulwama-internet-1502755581.html",,,,Other,Precautionary Measure,Unknown,,,,,No,No,No,No,No,,No,,,,,,No,No,,,,,,Internet Shutdown in Pulwama to ensure security after a gunfight broke between terrorists and security forces,,APAC
,5/16/2019,India,"It only affected one city, county, or village","Doda, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,State government,Protests,,News media article,https://indianexpress.com/article/india/cattle-traders-death-in-jks-bhaderwah-discrepancies-in-eyewitness-statements-say-police-5734411/,Ended,5/24/2019,8,Other,Curfew,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,"Internet Shutdown in Doda after a cattle trader was shot dead, which led to protests by the local groups",,APAC
,5/17/2019,India,"It only affected one city, county, or village","Sopore, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,State government,Conflict,Military Action,News media article,https://www.greaterkashmir.com/news/kashmir/internet-suspended-in-sopore-as-forces-lay-siege-to-hathlangoo-village/,,,,Other,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,Internet Shutdown in Sopore to ensure security after security forces launch CASO search operation in the area,,APAC
,5/18/2019,India,"It only affected one city, county, or village","Pulwama, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,State government,Conflict,Military Action,News media article,https://www.business-standard.com/article/news-ians/kashmiri-hizbul-man-among-3-militants-killed-in-pulwama-2nd-lead-119051800332_1.html,,,,Other,Precautionary Measure,,Unknown,,,,No,No,No,No,No,,No,,,,,,No,Yes,Unknown,Others,,Unknown,,Internet Shutdown in Piulama to as a security measure after security forces gun down three terrorists,,APAC
,5/18/2019,United Kingdom,"It only affected one city, county, or village",London Metro,Shutdown,Broadband,Service-based,Law enforcement,Met Police,Protests,,News media article,https://www.independent.co.uk/news/uk/home-news/london-tube-wifi-down-internet-not-working-underground-protest-extinction-rebellion-a8873681.html,Ended,5/18/2019,,Public safety/ Quell unrest/ Restore public order,,Yes,No,,,,No,No,No,No,No,Public Wifi,No,,,,,,No,No,Unknown,Others,,Yes,,Police have shut down the public's access to wifi on the London Underground in an attempt to disrupt planned protests by climate protesters.,,Europe
,5/20/2019,China,"It affected more than one city in the same state, province, or region","Guangdong Province, Shanghai, Chongqing, and other places",Throttle,"Broadband, Mobile","Full network, Service-based",Unknown,,Religious holiday/anniversary,,News media article,https://3g.163.com/dy/article/EGHRU2160527L76N.html,Ended,5/31/2019,11,None,,No,Unknown,,,,No,No,No,No,No,,No,,China Telecom,Unknown,,,No,No,No,Others,,No,,"Before the June 4 anniversary, netizens from many provinces in China reported technical difficulties to connect with certain internet services. China Telecom Guangdong branch reported a large scale internet disruption due to technical difficulty. There's no official statement or evidence about this round of internet slowdown / blockage of websites and services.",,APAC
,5/21/2019,Tajikistan,"It affected locations in more than one state, province, or region",National,"Shutdown, Throttle","Broadband, Mobile","Full network, Service-based",Executive government,Executive government,Political instability,,News media article,https://eurasianet.org/tajikistan-internet-grinds-to-a-halt-after-presidents-criticism; https://eurasianet.org/tajikistan-opposition-party-accuses-government-of-prison-bloodshed-coverup,Ended,5/29/2019,8,National security/ Counter-terrorism,,Yes,No,,,,Yes,Yes,No,Yes,No,"Gmail, YouTube, Google Drive",No,,,Unknown,,,No,Yes,Yes,Others,,Yes,,"The already-slow internet in Tajikistan ground even slower this week following criticism from President Emomali Rahmon, who expressed fears about the risk of online communication bolstering terrorism.

Speaking at a meeting of post-Soviet security officials on May 21, Rahmon said more needed to be done to combat the activity of extremists in the virtual space.

By the same evening, Tajik authorities had sprung into action, extending the blockages on websites to all Google resources, which meant that internet users could not access Gmail, YouTube or Google Drive, among other things. Twitter, Facebook, Instagram and other social media sites are also off-limits.",,EECA
,5/22/2019,India,"It only affected one city, county, or village","Kulgam, Kashmir Valley, Jammu and Kashmir",Shutdown,Mobile,Full network,Law enforcement,"Rashtriya Rifles, Special Operation Group of Jammu and Kashmir police and CRPF",Other,Military Action,News media article,http://www.uniindia.com/kulgam-encounter-ends-2-militants-killed-internet-suspended/north/news/1605514.html,Ended,5/22/2019,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Unknown,,Others,,Unknown,,Internet Shutdown in Kulgam after gunning down of two terrorists following a CASO operation,,APAC
,5/22/2019,Indonesia,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Executive government,,Elections,,News media article,"https://netblocks.org/reports/indonesia-blocks-social-media-as-election-protests-escalate-XADE7LBg

https://techcrunch.com/2019/05/22/indonesia-restricts-whatsapp-and-instagram/

https://securityboulevard.com/2019/06/all-the-internet-shutdowns-of-2019-so-far/
https://transparency.facebook.com/internet-disruptions",Ended,5/25/2019,3,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Unknown,,,https://www.scmp.com/week-asia/economics/article/3015612/indonesias-listening-private-internet-chat-groups-whatsapp,Yes,Yes,Yes,Yes,No,Facebook Messenger,No,,"3 (CK Hutchison), hinet (Berca Hardayaperkasa), Indosat Ooredoo, Net1 (Sampoerna Telekomunikasi Indonesia), Smartfren, Telkomsel (Telkom Indonesia)
XL (Axiata)",Unknown,,,Yes,Yes,Yes,Others,,Unknown,,"The day after the election, Indonesia blocked the most popular social media services to ""stop rumors from spreading.""",,APAC
,5/22/2019,Malawi,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Non-government,Non-state actor affiliated with the state,Elections,,Confidential,,Ended,5/23/2019,for a few hours,Sabotage/ Third-party Action,,Yes,Unknown,,,,No,No,No,No,No,,No,,"Airtel (Bharti Airtel), TNM",Unknown,,,Yes,Unknown,Unknown,Others,,Unknown,,,,Africa
,5/24/2019,India,"It affected more than one city in the same state, province, or region","Tral and parts of Kashmir, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,State government,Religious holiday/anniversary,Political Instability,News media article,https://www.firstpost.com/india/zakir-musa-encounter-in-tral-curfew-imposed-in-parts-of-kashmir-educational-institutes-internet-shut-down-as-precautionary-measure-6693041.html https://www.aljazeera.com/news/2019/05/zakir-musa-tensions-kashmir-killing-top-rebel-190524092820067.html https://www.greaterkashmir.com/news/kashmir/kashmir-shuts-against-zakir-musa-civilian-killings-internet-train-service-suspended/,Ended,5/25/2019,1,Other,Precautionary Measure,Yes,Yes,Section 144 CrPc,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet Shutdown in parts of Kashmir to ensure security after gunning down of Al-Quida terrorist Zakir Musa by the security forces in Tral,,APAC
Actual,5/24/2019,Lebanon,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Telecommunications Ministry citing an order from the public prosecutor's office,Information control,,CSO KIO partners,https://ooni.org/post/2023-jordan-blocks-grindr/#conclusion; https://explorer.ooni.org/chart/mat?probe_cc=LB&since=2023-01-01&until=2024-04-01&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://www.independent.co.uk/news/world/middle-east/grindr-lebanon-ban-lgbt-rights-dating-app-gay-a8933556.html; https://www.middleeasteye.net/news/activists-slam-lebanons-telecoms-ministry-after-it-bans-grindr-app,Ongoing,,,Unknown,,No,No,,,,No,No,No,No,No,Grindr,No,No,,No,,,No,No,No,LGBTQ groups,,No,,"Grindr has been blocked in Lebanon since May 24, 2019, and the block is ongoing into 2024. The blocking is currently implemented by means of TLS interference.",,MENA
,05/27/2019,Iraq,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Executive government,Ministry of Education - via a Communic to the Ministry of ICT,Exam cheating,,News media article,https://baghdadtoday.news/news/88488/%D8%A8%D8%A7%D9%84%D9%88%D8%AB%D9%8A%D9%82%D8%A9-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA-%D8%AA%D8%AD%D8%AF%D8%AF-,Ended,05/31/2019,4,School Exams,,,,,,,No,No,No,No,No,,,,,,,,,No,No,,,,,,,MENA
,5/29/2019,India,"It only affected one city, county, or village","Kulgam, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,Law enforcement,"Army's 9 RR, SOG of Jammu and Kashmir police and CRPF",Conflict,Military Action,News media article,https://www.greaterkashmir.com/news/kashmir/gunfight-breaks-out-in-south-kashmirs-kulgam-mobile-internet-suspended/,,,,Other,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Inernet Shutdown in Kulgam after a gunfight broke out in Tazipora Mohammadpora village after the forces launched a search operation in the area following a tip-off about the presence of militants there,,APAC
,5/30/2019,India,"It only affected one city, county, or village","Sopore, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,,Conflict,Military Action,News media article,https://www.business-standard.com/article/news-ians/two-let-militants-killed-in-sopore-119053000810_1.html,,,,Other,Precautionary Measure,Unknown,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,As a precautionary measure mobile internet services were suspended following a gunfight between security forces and militants.,,APAC
,5/31/2019,India,"It only affected one city, county, or village","Awantipora area of Pulwama district, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,,Conflict,Military Action,News media article,https://www.business-standard.com/article/news-ians/five-militants-killed-two-policemen-injured-in-kashmir-third-lead-119053101469_1.html,,,,Other,Precautionary Measure,Unknown,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,As a precautionary measure mobile internet services were suspended following a gunfight between security forces and militants.,,APAC
,5/31/2019,India,"It only affected one city, county, or village","Shopian, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,,Other,Military Action,News media article,http://www.uniindia.com/shopian-encounter-militant-killed-soldier-injured-operation-continues/north/news/1616434.html,,,,Other,Precautionary Measure,Unknown,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Mobile internet services were suspended as a precautionary measure after security forces launched an encounter operation against militants.,,APAC
Estimated,5/31/2019,Pakistan,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Service-based,Executive government,Pakistan Telecommunications Authority,Information control,,CSO KIO partners,https://explorer.ooni.org/chart/mat?probe_cc=PK&since=2019-01-01&until=2019-12-31&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://ooni.org/post/2023-jordan-blocks-grindr/#conclusion; https://explorer.ooni.org/chart/mat?probe_cc=PK&since=2023-01-01&until=2024-04-01&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com,Ongoing,,,Other,"""...keeping in view the negative effects of immoral/indecent content streaming.""",Yes,No,,https://www.reuters.com/article/idUSKBN25T086/,,No,No,No,No,No,Grindr,No,No,,No,,,No,No,No,LGBTQ groups,,No,,"Grindr has been blocked in Pakistan since at least May 31, 2019, and the block is ongoing into 2024. There was an order sent by the Pakistani government on Sep. 1, 2020 blocking Grindr and other dating apps, but measurement data shows confirmed blockings since May 2019. The blocking is currently implemented by means of TLS interference.",,APAC
,6/1/2019,Iraq,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Executive government,Ministry of Education - via a Communic to the Ministry of ICT,Exam cheating,,News media article,https://baghdadtoday.news/news/88488/%D8%A8%D8%A7%D9%84%D9%88%D8%AB%D9%8A%D9%82%D8%A9-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA-%D8%AA%D8%AD%D8%AF%D8%AF-,Ended,6/15/2019,14,School Exams,,,,,,,No,No,No,No,No,,,,,,,,,No,No,,,,,,,MENA
,6/3/2019,India,"It only affected one city, county, or village","Kulgam, Jammu and Kashmir",Shutdown,Mobile,Full network,State government,State government,Other,Military Action,News media article,http://www.uniindia.com/news/north/militant-ogw-killed-in-shopian-encounter/1619516.html,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,Internet Shutdown in Kulgam t ensure safety and prevent rumours after gunning down of a terrorist and an Alleged Ground Worked were shot down by security forcws,,APAC
,6/3/2019,Sudan,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Executive government,TMC,Protests,Economic Crisis and Political Instability,News media article,"https://www.washingtonpost.com/politics/2019/06/13/end-mass-protests-sudan-has-cut-off-internet-access-National-heres-why/

https://reliefweb.int/report/sudan/sudan-un-experts-denounce-internet-shutdown-call-immediate-restoration",Ended,7/9/2019,36,National security/ Counter-terrorism,,Yes,Yes,,,,No,No,No,No,No,,,,MTN Sudani (Sudatel) Zain Mobitel,No,,,No,Yes,Yes,Others,,No,,"On June 5, Sudan’s Internet was disrupted yet again, starting with mobile phone service providers MTN and Mobitel and spreading to Sudan’s other mobile services. At the same time, security forces launched another crackdown on a sit-in in Khartoum...More than 100 civilians were reported killed, as the regime methodically shut off communication throughout the country. On Monday, the regime severed Sudan’s remaining Internet access, resulting in a “near total blackout.”",,MENA
,6/5/2019,India,"It only affected one city, county, or village","Kendrapara, Odisha",Shutdown,"Broadband, Mobile",Full network,State government,State government,Religious holiday/anniversary,,News media article,https://odishasuntimes.com/internet-blackout-in-odisha-town-to-maintain-law-and-order/,Ended,6/7/2019,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Yes,"provisions of section 5(2) of Indian Telegraph Act, 1885 read with rule 2(1) of the Temporary Suspension of Telecom Services (Public Emergency/Public Safety) rules, 2017",,,Yes,Yes,Yes,No,No,,No,,,Unknown,,,No,No,Unknown,Others,,Unknown,,Internet Shutdown in Kendrapara district of Odisha to check the flow of hate messages and fake news and ensure safety after vilence erupts between groups during Eid-Al-Fitr,,APAC
,6/7/2019,India,"It only affected one city, county, or village","Pulwama, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,Law enforcement,"Rashtriya Rifles, Special Operation Group of Jammu and Kashmir police and CRPF",Other,Military Action,News media article,http://www.uniindia.com/news/north/pulwama-encounter-four-jem-militants-killed-operation-over-police/1623650.html,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet Shutdown in Pulwama after security forces gunned down four Jaish-e-Mohammad terrorists,,APAC
,6/7/2019,Liberia,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile","Full network, Service-based",Executive government,,Protests,Economic Crisis,CSO KIO partners,"https://twitter.com/netblocks/status/1137014502459871233

https://frontpageafricaonline.com/politics/liberia-the-council-of-patriots-organizing-another-round-of-savethestate-protest/",Ended,6/8/2019,1,Public safety/ Quell unrest/ Restore public order,,Unknown,Unknown,,,,Yes,No,Yes,Yes,No,"Snapchat, Google’s Gmail service",No,,"LIBTELCO, Lonestar Cell MTN, NOVAFONE, Orange",Unknown,,,No,Unknown,Unknown,Others,,Unknown,,"The Liberian Government, on the day of the #SaveTheState protest, basically shutdown the Internet in the country. Social media sites including WhatsApp, Instagram, Snapchat, Facebook, Google’s Gmail service and the website of The Associated Press were among the sites affected to quell the protests.",,Africa
,6/8/2019,India,"It only affected one city, county, or village","Anantnag, Jammu and Kashmir",Shutdown,"Broadband, Mobile",Full network,State government,State government,Conflict,Military Action,News media article,https://www.tribuneindia.com/news/jammu-kashmir/jem-militant-killed-in-encounter-in-j-k-s-anantnag-district/785008.html,,,,Other,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet Shutdown in Anantnag as a Precautionary Measure after one Jaish-e-Mohammad terrorist was gunned down in Nowgam village of Verinag area,,APAC
,6/9/2019,India,"It only affected one city, county, or village","Dhanipara village, Basirhat district, West Bengal state",Shutdown,"Broadband, Mobile",Full network,State government,State governmenta,Elections,Protest,News media article,https://www.hindustantimes.com/india-news/violence-continues-as-police-and-bjp-workers-clash-over-funeral/story-fYn4B3ydU99iOcAbHDGS4N.html,,,,Unknown,,Unknown,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,Yes,Yes,Unknown,Others,,Unknown,,Internet Shutdown in Basirhat after three BJP workers were allegedly murdered by TMC workers in a political violence in Basirhat,,APAC
,6/9/2019,Kazakhstan,"It affected locations in more than one state, province, or region",National,"Shutdown, Throttle","Broadband, Mobile",Service-based,Executive government,,Elections,,CSO KIO partners,"https://netblocks.org/reports/internet-and-streaming-services-blocked-in-kazakhstan-on-election-day-dAmOP7y9

https://www.rferl.org/a/balloting-for-first-new-kazakh-president-in-three-decades-marred-by-hundreds-of-arrests/29990697.html",Ended,6/10/2019,1,Technical problems/ Infrastructure failure,,Unknown,Unknown,,,,Yes,Yes,No,Yes,No,Streaming services,No,,"Beeline (VEON), Kcell (Fintur), Tele2 / ALTEL",Unknown,,,Yes,Unknown,Yes,Others,,Unknown,,,,EECA
,6/9/2019,Syrian Arab Republic,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Unknown,,Exam cheating,,CSO KIO partners,"https://ioda.caida.org/ioda/dashboard#from=1559948103&until=1560120903&lastView=overview&view=inspect&entity=country/SY
https://ioda.caida.org/ioda/dashboard#from=1565114400&until=1565200800&lastView=overview&view=inspect&entity=country/SY",Ended,6/30/2019,21,School Exams,,Unknown,Unknown,,,,No,No,No,No,No,,,,,Unknown,,,No,No,No,,,No,,,,MENA
